,CustomerID,Total_Purchases,Total_Net_Revenue,Total_Sale_Qty,Total_Return_Qty,Avg_Order_Value,RecencyDays,Return_Rate,Net_Qty,Purchase_Frequency_Monthly,Customer_Value
262,12664.0,10,4863.88,1203,1,486.38800000000003,7,0.0008312551953449709,1202,37.5,Positive
2548,15786.0,5,4821.0,3340,33,964.2,43,0.009880239520958085,3307,3.409090909090909,Positive
1443,14292.0,14,4819.33,1663,20,344.23785714285714,7,0.012026458208057728,1643,52.5,Positive
2513,15738.0,19,4788.77,2982,15,252.0405263157895,18,0.005030181086519115,2967,30.0,Positive
516,13013.0,15,4786.99,2224,7,319.13266666666664,0,0.003147482014388489,2217,450.0,Positive
3692,17365.0,8,4767.36,4749,0,595.92,12,0.0,4749,18.46153846153846,Positive
2375,15555.0,20,4747.89,4427,29,237.39450000000002,11,0.006550711542805511,4398,50.0,Positive
3906,17652.0,18,4737.13,2509,30,263.1738888888889,24,0.011956954962136309,2479,21.599999999999998,Positive
477,12955.0,14,4734.26,3664,22,338.1614285714286,0,0.006004366812227074,3642,420.0,Positive
3935,17690.0,16,4717.3,1769,6,294.83125,29,0.0033917467495760316,1763,16.0,Positive
3231,16722.0,16,4711.21,5001,12,294.450625,16,0.0023995200959808036,4989,28.235294117647058,Positive
302,12714.0,5,4708.86,3069,0,941.7719999999999,8,0.0,3069,16.666666666666668,Positive
1329,14135.0,15,4690.31,3850,0,312.68733333333336,1,0.0,3850,225.0,Positive
2073,15152.0,16,4684.24,2704,10,292.765,9,0.0036982248520710057,2694,48.0,Positive
1645,14562.0,22,4676.62,1815,152,212.57363636363635,3,0.0837465564738292,1663,165.0,Positive
2098,15187.0,18,4670.08,1887,18,259.44888888888886,1,0.009538950715421303,1869,270.0,Positive
1368,14191.0,14,4660.01,3662,5,332.85785714285714,1,0.001365374112506827,3657,210.0,Positive
1363,14180.0,31,4640.77,719,9,149.70225806451614,10,0.012517385257301807,710,84.54545454545455,Positive
4022,17809.0,15,4627.62,2057,42,308.508,15,0.020418084589207585,2015,28.125,Positive
1348,14159.0,14,4615.64,4348,13,329.68857142857144,19,0.002989880404783809,4335,21.0,Positive
1367,14189.0,24,4604.31,3937,18,191.84625000000003,1,0.004572009144018288,3919,360.0,Positive
2179,15291.0,20,4596.51,2103,29,229.8255,25,0.01378982406086543,2074,23.076923076923077,Positive
1437,14286.0,5,4595.81,4338,32,919.162,23,0.007376671277086215,4306,6.25,Positive
1233,14004.0,7,4582.64,2668,0,654.6628571428572,42,0.0,2668,4.883720930232558,Positive
1510,14390.0,13,4582.22,2133,11,352.47846153846154,9,0.005157055789967183,2122,39.0,Positive
3390,16931.0,21,4554.87,3134,0,216.89857142857142,4,0.0,3134,126.0,Positive
3488,17068.0,22,4531.34,2164,10,205.97,11,0.0046210720887245845,2154,55.0,Positive
3876,17613.0,17,4494.77,2490,26,264.3982352941177,22,0.010441767068273093,2464,22.173913043478258,Positive
145,12524.0,8,4485.72,3699,0,560.715,8,0.0,3699,26.666666666666668,Positive
112,12484.0,8,4480.87,2187,6,560.10875,32,0.0027434842249657062,2181,7.2727272727272725,Positive
232,12627.0,7,4478.53,2752,0,639.79,10,0.0,2752,19.090909090909093,Positive
1974,15032.0,5,4464.1,2968,300,892.82,255,0.10107816711590296,2668,0.5859375,Positive
3691,17364.0,12,4437.23,2692,21,369.76916666666665,0,0.007800891530460624,2671,360.0,Positive
2023,15093.0,9,4410.14,3760,27,490.0155555555556,17,0.007180851063829787,3733,15.0,Positive
1293,14085.0,19,4408.54,3177,1,232.0284210526316,1,0.0003147623544224111,3176,285.0,Positive
701,13267.0,27,4404.44,1969,30,163.1274074074074,2,0.015236160487557136,1939,270.0,Positive
2669,15955.0,16,4389.81,2135,11,274.363125,23,0.005152224824355972,2124,20.0,Positive
4146,17975.0,14,4388.06,1565,16,313.4328571428572,14,0.010223642172523962,1549,28.0,Positive
3162,16626.0,20,4379.65,2690,20,218.9825,0,0.007434944237918215,2670,600.0,Positive
3427,16984.0,5,4370.59,2380,15,874.118,77,0.0063025210084033615,2365,1.923076923076923,Positive
333,12752.0,1,4366.78,2262,0,4366.78,80,0.0,2262,0.37037037037037035,Positive
3399,16945.0,19,4345.5,2725,0,228.71052631578948,21,0.0,2725,25.90909090909091,Positive
2617,15874.0,9,4330.67,2534,28,481.18555555555554,62,0.011049723756906077,2506,4.285714285714286,Positive
1241,14016.0,5,4328.46,2125,1,865.692,153,0.00047058823529411766,2124,0.9740259740259739,Positive
4347,18251.0,1,4314.72,7824,0,4314.72,86,0.0,7824,0.3448275862068966,Positive
1,12347.0,7,4310.0,2458,0,615.7142857142857,1,0.0,2458,105.0,Positive
4117,17937.0,7,4301.22,1754,0,614.46,8,0.0,1754,23.333333333333336,Positive
874,13505.0,8,4282.88,2486,25,535.36,67,0.01005631536604988,2461,3.5294117647058822,Positive
1534,14422.0,6,4263.64,2906,0,710.6066666666667,0,0.0,2906,180.0,Positive
1976,15034.0,11,4243.21,2413,11,385.74636363636364,15,0.0045586406962287605,2402,20.625,Positive
300,12712.0,17,4241.63,1062,18,249.50764705882352,22,0.01694915254237288,1044,22.173913043478258,Positive
1816,14800.0,16,4228.39,3644,21,264.274375,47,0.005762897914379802,3623,10.0,Positive
122,12500.0,13,4206.27,2678,7,323.5592307692308,22,0.0026138909634055266,2671,16.956521739130434,Positive
338,12757.0,19,4205.25,2395,17,221.32894736842104,15,0.007098121085594989,2378,35.625,Positive
3734,17419.0,14,4200.97,1876,4,300.06928571428574,10,0.0021321961620469083,1872,38.18181818181819,Positive
2677,15971.0,12,4199.85,1717,0,349.9875,17,0.0,1717,20.0,Positive
329,12747.0,11,4196.01,1275,0,381.4554545454546,1,0.0,1275,165.0,Positive
472,12949.0,10,4143.02,2381,18,414.302,30,0.007559848803023939,2363,9.677419354838708,Positive
788,13384.0,9,4122.28,2422,7,458.0311111111111,30,0.002890173410404624,2415,8.709677419354838,Positive
4103,17920.0,17,4119.5,2473,0,242.3235294117647,3,0.0,2473,127.5,Positive
154,12536.0,5,4106.82,2803,151,821.3639999999999,7,0.05387085265786657,2652,18.75,Positive
1614,14525.0,13,4105.07,2637,34,315.77461538461534,8,0.012893439514599925,2603,43.333333333333336,Positive
909,13555.0,4,4098.88,2636,0,1024.72,73,0.0,2636,1.6216216216216215,Positive
1221,13988.0,9,4098.8,3044,19,455.4222222222222,19,0.006241787122207621,3025,13.5,Positive
2385,15570.0,13,4093.27,2063,9,314.86692307692306,6,0.004362578768783325,2054,55.714285714285715,Positive
4189,18041.0,22,4075.12,3758,9,185.23272727272726,11,0.002394890899414582,3749,55.0,Positive
3135,16592.0,19,4073.28,2927,13,214.38315789473685,3,0.004441407584557568,2914,142.5,Positive
84,12449.0,4,4067.29,1553,0,1016.8225,21,0.0,1553,5.454545454545455,Positive
179,12569.0,35,4064.9900000000002,1801,8,116.14257142857143,1,0.004441976679622432,1793,525.0,Positive
1298,14092.0,17,4063.1,2066,5,239.00588235294117,7,0.002420135527589545,2061,63.75,Positive
2998,16401.0,20,4061.24,3882,24,203.06199999999998,0,0.0061823802163833074,3858,600.0,Positive
1516,14401.0,14,4039.98,4507,2,288.57,3,0.00044375416019525185,4505,105.0,Positive
3104,16549.0,10,4034.9,2294,0,403.49,9,0.0,2294,30.0,Positive
1621,14534.0,25,4025.6,2027,122,161.024,2,0.06018746916625555,1905,250.0,Positive
3192,16670.0,17,4022.46,2556,32,236.61529411764707,16,0.012519561815336464,2524,30.0,Positive
1095,13815.0,5,4014.91,2560,3,802.982,21,0.001171875,2557,6.818181818181818,Positive
3844,17567.0,10,4012.56,2632,204,401.256,6,0.07750759878419453,2428,42.857142857142854,Positive
27,12378.0,1,4008.62,2529,0,4008.62,129,0.0,2529,0.23076923076923078,Positive
2842,16186.0,13,3991.94,3020,12,307.0723076923077,22,0.003973509933774834,3008,16.956521739130434,Positive
3440,17001.0,11,3989.57,2164,0,362.6881818181818,0,0.0,2164,330.0,Positive
256,12656.0,8,3982.72,1723,15,497.84,16,0.008705745792222866,1708,14.117647058823529,Positive
479,12957.0,12,3979.04,2549,18,331.58666666666664,3,0.007061592781482934,2531,90.0,Positive
2270,15416.0,5,3974.37,2090,1,794.874,64,0.0004784688995215311,2089,2.307692307692308,Positive
413,12867.0,10,3958.74,4284,24,395.87399999999997,25,0.0056022408963585435,4260,11.538461538461538,Positive
640,13183.0,9,3957.78,2208,0,439.75333333333333,7,0.0,2208,33.75,Positive
1633,14547.0,9,3953.9500000000003,2639,10,439.3277777777778,3,0.0037893141341417205,2629,67.5,Positive
315,12727.0,9,3947.7,2098,13,438.6333333333333,10,0.006196377502383222,2085,24.545454545454547,Positive
2355,15529.0,12,3935.15,3455,7,327.9291666666667,22,0.0020260492040520984,3448,15.652173913043477,Positive
1432,14277.0,4,3928.8,1976,360,982.2,14,0.18218623481781376,1616,8.0,Positive
3874,17611.0,19,3924.77,2550,8,206.56684210526316,3,0.003137254901960784,2542,142.5,Positive
3996,17769.0,12,3920.08,1850,5,326.67333333333335,12,0.002702702702702703,1845,27.69230769230769,Positive
1537,14426.0,16,3918.9,2699,360,244.93125,18,0.1333827343460541,2339,25.263157894736842,Positive
3862,17593.0,6,3908.08,3089,6,651.3466666666667,3,0.0019423761735189381,3083,45.0,Positive
1082,13802.0,6,3906.27,2572,291,651.045,137,0.11314152410575427,2281,1.3043478260869565,Positive
1772,14739.0,8,3899.1,3820,3,487.3875,1,0.0007853403141361257,3817,120.0,Positive
3905,17651.0,14,3886.67,3112,12,277.6192857142857,11,0.0038560411311053984,3100,35.0,Positive
3702,17377.0,21,3883.32,2038,1,184.92000000000002,23,0.0004906771344455348,2037,26.25,Positive
1442,14291.0,12,3873.3,2749,1,322.77500000000003,1,0.0003637686431429611,2748,180.0,Positive
350,12779.0,12,3868.7,2024,28,322.39166666666665,20,0.01383399209486166,1996,17.142857142857142,Positive
331,12749.0,8,3868.2,1471,49,483.525,3,0.03331067301155676,1422,60.0,Positive
1229,13999.0,15,3865.26,2243,12,257.684,9,0.005349977708426215,2231,45.0,Positive
2103,15195.0,1,3861.0,1404,0,3861.0,2,0.0,1404,10.0,Positive
156,12539.0,5,3852.5,2067,1,770.5,21,0.0004837929366231253,2066,6.818181818181818,Positive
2562,15804.0,19,3848.55,2567,52,202.55526315789476,0,0.02025710946630308,2515,570.0,Positive
4211,18073.0,13,3846.7400000000002,3102,10,295.9030769230769,113,0.003223726627981947,3092,3.4210526315789473,Positive
395,12841.0,26,3845.63,2720,74,147.90884615384616,4,0.027205882352941177,2646,156.0,Positive
2942,16327.0,6,3820.27,2560,0,636.7116666666667,13,0.0,2560,12.857142857142858,Positive
261,12662.0,12,3817.08,2058,18,318.09,0,0.008746355685131196,2040,360.0,Positive
3506,17091.0,10,3802.81,1746,3,380.281,2,0.001718213058419244,1743,100.0,Positive
2613,15867.0,16,3795.29,2052,2,237.205625,4,0.0009746588693957114,2050,96.0,Positive
822,13435.0,9,3794.4900000000002,2129,4,421.61,4,0.0018788163457022077,2125,54.0,Positive
3181,16655.0,6,3789.52,2363,0,631.5866666666667,17,0.0,2363,10.0,Positive
2184,15299.0,11,3787.09,2948,8,344.2809090909091,66,0.0027137042062415195,2940,4.925373134328358,Positive
174,12562.0,7,3781.7400000000002,1779,0,540.2485714285715,7,0.0,1779,26.25,Positive
2183,15298.0,14,3774.1,3116,364,269.5785714285714,1,0.11681643132220795,2752,210.0,Positive
2825,16168.0,28,3770.6,1892,4,134.6642857142857,10,0.0021141649048625794,1888,76.36363636363637,Positive
4223,18087.0,4,3770.1199999999994,3907,336,942.5299999999999,97,0.08599948809828513,3571,1.2244897959183674,Positive
595,13124.0,3,3756.33,2119,0,1252.11,89,0.0,2119,1.0,Positive
3560,17173.0,9,3755.65,1122,1,417.2944444444445,4,0.00089126559714795,1121,54.0,Positive
891,13523.0,6,3755.38,1752,7,625.8966666666666,32,0.003995433789954338,1745,5.454545454545454,Positive
67,12429.0,4,3750.4,1557,0,937.6,8,0.0,1557,13.333333333333334,Positive
266,12668.0,6,3743.18,1634,39,623.8633333333333,6,0.02386780905752754,1595,25.714285714285715,Positive
2809,16145.0,18,3741.98,3123,51,207.88777777777779,8,0.01633045148895293,3072,60.0,Positive
124,12502.0,5,3723.87,820,0,744.774,95,0.0,820,1.5625,Positive
3606,17238.0,17,3719.1,1807,0,218.7705882352941,2,0.0,1807,170.0,Positive
700,13266.0,19,3717.67,4428,129,195.66684210526316,10,0.029132791327913278,4299,51.81818181818182,Positive
1494,14364.0,8,3717.35,1967,0,464.66875,108,0.0,1967,2.2018348623853212,Positive
556,13069.0,27,3713.14,5873,419,137.5237037037037,0,0.07134343606334072,5454,810.0,Positive
1434,14282.0,15,3701.44,2656,0,246.76266666666666,2,0.0,2656,150.0,Positive
2882,16240.0,5,3693.81,1641,7,738.762,7,0.0042656916514320535,1634,18.75,Positive
204,12597.0,5,3683.13,2236,49,736.626,18,0.02191413237924866,2187,7.894736842105264,Positive
248,12647.0,13,3669.92,1432,12,282.3015384615385,21,0.008379888268156424,1420,17.72727272727273,Positive
2893,16253.0,3,3665.62,3233,96,1221.8733333333332,31,0.029693782864212804,3137,2.8125,Positive
4028,17819.0,8,3661.0699999999997,1031,4,457.63374999999996,71,0.0038797284190106693,1027,3.3333333333333335,Positive
3368,16904.0,16,3653.75,1984,0,228.359375,3,0.0,1984,120.0,Positive
167,12553.0,14,3652.25,1965,41,260.875,7,0.020865139949109414,1924,52.5,Positive
2596,15845.0,10,3650.87,1926,8,365.087,17,0.004153686396677051,1918,16.666666666666668,Positive
2566,15808.0,5,3641.07,1305,2,728.214,305,0.0015325670498084292,1303,0.4901960784313726,Positive
3028,16440.0,5,3640.67,2018,0,728.134,7,0.0,2018,18.75,Positive
2242,15379.0,8,3631.8900000000003,2305,12,453.98625000000004,168,0.005206073752711497,2293,1.4201183431952662,Positive
786,13381.0,7,3626.81,2029,2,518.1157142857143,20,0.0009857072449482504,2027,10.0,Positive
3121,16570.0,15,3622.95,2112,62,241.53,8,0.029356060606060608,2050,50.0,Positive
747,13327.0,9,3617.57,1600,12,401.95222222222225,38,0.0075,1588,6.9230769230769225,Positive
4216,18079.0,4,3613.15,7347,0,903.2875,44,0.0,7347,2.6666666666666665,Positive
3221,16712.0,11,3611.31,1730,0,328.3009090909091,8,0.0,1730,36.66666666666667,Positive
2181,15296.0,10,3610.31,1766,9,361.031,43,0.005096262740656852,1757,6.818181818181818,Positive
565,13082.0,10,3595.48,4324,11,359.548,125,0.002543940795559667,4313,2.380952380952381,Positive
1327,14132.0,12,3580.13,3368,2,298.3441666666667,1,0.0005938242280285036,3366,180.0,Positive
56,12417.0,12,3578.8,1552,13,298.23333333333335,2,0.008376288659793814,1539,120.0,Positive
2884,16242.0,8,3574.91,1969,1,446.86375,7,0.0005078720162519045,1968,30.0,Positive
3579,17203.0,6,3560.08,2846,0,593.3466666666667,35,0.0,2846,5.0,Positive
2320,15484.0,5,3559.21,3150,16,711.842,0,0.005079365079365079,3134,150.0,Positive
605,13137.0,9,3557.96,2204,1,395.3288888888889,10,0.00045372050816696913,2203,24.545454545454547,Positive
815,13426.0,12,3550.7000000000003,2245,21,295.8916666666667,0,0.009354120267260579,2224,360.0,Positive
1597,14503.0,6,3543.26,2004,0,590.5433333333334,2,0.0,2004,60.0,Positive
2366,15544.0,11,3542.51,3109,4,322.04636363636365,8,0.001286587327114828,3105,36.66666666666667,Positive
20,12370.0,4,3541.94,2352,0,885.485,50,0.0,2352,2.3529411764705883,Positive
3784,17491.0,11,3541.92,2013,1,321.9927272727273,0,0.0004967709885742673,2012,330.0,Positive
3817,17528.0,11,3540.1,2138,8,321.8272727272727,0,0.0037418147801683817,2130,330.0,Positive
908,13552.0,16,3539.53,1417,31,221.220625,65,0.021877205363443897,1386,7.2727272727272725,Positive
3551,17160.0,6,3518.03,2856,0,586.3383333333334,30,0.0,2856,5.806451612903225,Positive
1196,13953.0,7,3515.68,2724,0,502.23999999999995,6,0.0,2724,30.0,Positive
2797,16131.0,6,3506.54,1802,0,584.4233333333333,51,0.0,1802,3.4615384615384612,Positive
752,13334.0,3,3502.32,1764,0,1167.44,81,0.0,1764,1.0975609756097562,Positive
2334,15505.0,7,3497.14,2390,42,499.59142857142854,52,0.017573221757322177,2348,3.9622641509433962,Positive
888,13520.0,8,3487.75,1649,7,435.96875,58,0.004244996967859308,1642,4.067796610169491,Positive
1259,14040.0,15,3487.59,1544,30,232.506,40,0.019430051813471502,1514,10.97560975609756,Positive
3043,16458.0,18,3482.7400000000002,2154,0,193.48555555555558,2,0.0,2154,180.0,Positive
1892,14907.0,10,3478.85,1691,5,347.885,2,0.0029568302779420462,1686,100.0,Positive
3598,17230.0,11,3466.67,1651,98,315.1518181818182,263,0.059357964869775896,1553,1.25,Positive
828,13448.0,10,3460.9900000000002,1648,22,346.09900000000005,16,0.013349514563106795,1626,17.647058823529413,Positive
2265,15410.0,8,3450.84,1200,0,431.355,83,0.0,1200,2.857142857142857,Positive
2714,16019.0,10,3450.2400000000002,1733,84,345.024,1,0.048470859780727064,1649,150.0,Positive
2055,15129.0,11,3447.4,1794,0,313.40000000000003,49,0.0,1794,6.6,Positive
900,13536.0,7,3444.39,2126,0,492.05571428571426,0,0.0,2126,210.0,Positive
1512,14395.0,12,3444.11,1689,4,287.00916666666666,1,0.002368265245707519,1685,180.0,Positive
2679,15974.0,8,3429.55,2262,6,428.69375,38,0.002652519893899204,2256,6.153846153846153,Positive
1392,14221.0,10,3427.85,2191,1,342.78499999999997,41,0.00045641259698767686,2190,7.142857142857143,Positive
2394,15581.0,14,3425.77,284,1,244.69785714285715,120,0.0035211267605633804,283,3.4710743801652892,Positive
1226,13993.0,12,3409.66,900,8,284.1383333333333,31,0.008888888888888889,892,11.25,Positive
2685,15981.0,8,3408.48,1866,0,426.06,24,0.0,1866,9.6,Positive
3987,17758.0,8,3408.2000000000003,2054,0,426.02500000000003,18,0.0,2054,12.631578947368421,Positive
824,13437.0,7,3408.06,1283,0,486.86571428571426,13,0.0,1283,15.0,Positive
3919,17669.0,7,3406.7200000000003,1916,0,486.67428571428576,42,0.0,1916,4.883720930232558,Positive
3850,17576.0,22,3399.93,1967,40,154.54227272727272,7,0.020335536349771224,1927,82.5,Positive
1114,13842.0,9,3385.62,1768,0,376.18,58,0.0,1768,4.576271186440678,Positive
651,13198.0,8,3384.09,2648,3,423.01125,9,0.0011329305135951663,2645,24.0,Positive
2130,15228.0,5,3376.96,2255,3,675.392,65,0.0013303769401330377,2252,2.2727272727272725,Positive
3965,17725.0,14,3371.13,2162,21,240.79500000000002,15,0.00971322849213691,2141,26.25,Positive
517,13014.0,16,3365.43,907,21,210.339375,2,0.023153252480705624,886,160.0,Positive
2706,16011.0,16,3352.96,2035,0,209.56,7,0.0,2035,60.0,Positive
2967,16360.0,8,3349.57,2110,16,418.69625,4,0.007582938388625593,2094,48.0,Positive
244,12643.0,6,3344.64,1808,0,557.4399999999999,127,0.0,1808,1.40625,Positive
518,13015.0,5,3339.64,1609,0,667.928,52,0.0,1609,2.8301886792452833,Positive
2040,15113.0,4,3339.5099999999998,2344,24,834.8774999999999,9,0.010238907849829351,2320,12.0,Positive
615,13148.0,17,3324.62,1965,147,195.56588235294117,28,0.07480916030534351,1818,17.586206896551722,Positive
2468,15676.0,5,3324.09,2252,21,664.818,8,0.009325044404973356,2231,16.666666666666668,Positive
202,12594.0,11,3320.2200000000003,1777,1,301.83818181818185,37,0.0005627462014631402,1776,8.68421052631579,Positive
3309,16818.0,13,3317.97,2165,2,255.22846153846152,10,0.0009237875288683603,2163,35.45454545454546,Positive
1397,14227.0,15,3315.71,1820,9,221.04733333333334,25,0.004945054945054945,1811,17.307692307692307,Positive
3111,16556.0,7,3313.79,1890,0,473.3985714285714,66,0.0,1890,3.134328358208955,Positive
782,13373.0,3,3312.25,1651,0,1104.0833333333333,60,0.0,1651,1.4754098360655739,Positive
1842,14841.0,6,3295.76,1778,0,549.2933333333334,52,0.0,1778,3.3962264150943398,Positive
3567,17183.0,8,3286.9100000000003,1296,32,410.86375000000004,7,0.024691358024691357,1264,30.0,Positive
109,12480.0,4,3281.63,1707,0,820.4075,27,0.0,1707,4.285714285714286,Positive
47,12406.0,3,3280.75,1818,9,1093.5833333333333,21,0.0049504950495049506,1809,4.090909090909091,Positive
3963,17723.0,6,3276.4000000000005,792,0,546.0666666666667,126,0.0,792,1.4173228346456692,Positive
3226,16717.0,9,3263.06,1860,298,362.5622222222222,8,0.16021505376344086,1562,30.0,Positive
1195,13952.0,3,3246.091,1431,6,1082.0303333333334,210,0.0041928721174004195,1425,0.4265402843601896,Positive
2534,15764.0,10,3245.47,2050,14,324.54699999999997,80,0.006829268292682927,2036,3.7037037037037033,Positive
2425,15622.0,16,3224.53,1674,122,201.533125,2,0.07287933094384708,1552,160.0,Positive
